Time,Temperature,Humidity,Pressure
0.000000000000000000e+00,2.249671415301123290e+01,5.831440634333706186e+01,1.008642653150012507e+03
1.000000000000000000e+00,2.186173569882881651e+01,6.086736928742662656e+01,1.008818949771047414e+03
2.000000000000000000e+00,2.264768853810069160e+01,5.590510779351853188e+01,1.011089702233214211e+03
3.000000000000000000e+00,2.352302985640802646e+01,4.851584026022077012e+01,1.012686529879080354e+03
4.000000000000000000e+00,2.176584662527666580e+01,5.699843975876321167e+01,1.007878742735912169e+03
5.000000000000000000e+00,2.176586304305082109e+01,5.174321553104085325e+01,1.011250404735772577e+03
6.000000000000000000e+00,2.357921281550738968e+01,5.235691659125121333e+01,1.011210628215223892e+03
7.000000000000000000e+00,2.276743472915291022e+01,5.793182009377546393e+01,1.014082506667312714e+03
8.000000000000000000e+00,2.153052561406504850e+01,6.119141535716818225e+01,1.011422467282430716e+03
9.000000000000000000e+00,2.254256004358596499e+01,5.510635788368031029e+01,1.012574483477111357e+03
1.000000000000000000e+01,2.153658230718753686e+01,5.654416506299482137e+01,1.012211885710131241e+03
1.100000000000000000e+01,2.153427024642974175e+01,6.351107472317619340e+01,1.008804150280289150e+03
1.200000000000000000e+01,2.224196227156603456e+01,5.620376589744284246e+01,1.013152310824947563e+03
1.300000000000000000e+01,2.008671975534220167e+01,6.800841557090197398e+01,1.012323094758184425e+03
1.400000000000000000e+01,2.027508216748696768e+01,5.782754822815772400e+01,1.012762402959511860e+03
1.500000000000000000e+01,2.143771247075902764e+01,4.619618620422090771e+01,1.017889356559654516e+03
1.600000000000000000e+01,2.098716887966557465e+01,5.876670810552266033e+01,1.008873830590752164e+03
1.700000000000000000e+01,2.231424733259527216e+01,5.690579192441389011e+01,1.014587044974641685e+03
1.800000000000000000e+01,2.109197592447878833e+01,6.144876377041372706e+01,1.011568828720899432e+03
1.900000000000000000e+01,2.058769629866471007e+01,5.836590675634979419e+01,1.012430993356604517e+03
2.000000000000000000e+01,2.346564876892155382e+01,5.430772008008113261e+01,1.011931731632048127e+03
2.100000000000000000e+01,2.177422369951346326e+01,4.887850881855317198e+01,1.011363645499902987e+03
2.200000000000000000e+01,2.206752820468792464e+01,5.395488371356987045e+01,1.011145250607641856e+03
2.300000000000000000e+01,2.057525181378654366e+01,5.074739772895350143e+01,1.012494263103359458e+03
2.400000000000000000e+01,2.145561727547481823e+01,5.209738275097638649e+01,1.009724239454992471e+03
2.500000000000000000e+01,2.211092258970986535e+01,5.794289202210304524e+01,1.013125868751282610e+03
2.600000000000000000e+01,2.084900642257769832e+01,6.334952252175703080e+01,1.011375708392672095e+03
2.700000000000000000e+01,2.237569801834567329e+01,5.697335764911490230e+01,1.010304895991439480e+03
2.800000000000000000e+01,2.139936131008119347e+01,4.902058468982407646e+01,1.011324980713006312e+03
2.900000000000000000e+01,2.170830625020672500e+01,5.722301334110070314e+01,1.013885723825293894e+03
3.000000000000000000e+01,2.139829338777060386e+01,6.098315743322825710e+01,1.011196997369475639e+03
3.100000000000000000e+01,2.385227818450893622e+01,5.195108547840308688e+01,1.012537680427314399e+03
3.200000000000000000e+01,2.198650277526206764e+01,5.432991416663541173e+01,1.010903565586426794e+03
3.300000000000000000e+01,2.094228907104410098e+01,5.507344097364598667e+01,1.013136882774885407e+03
3.400000000000000000e+01,2.282254491210319003e+01,5.107550843458879797e+01,1.013028261608185289e+03
3.500000000000000000e+01,2.077915635002897687e+01,5.824140216921929891e+01,1.014772913249944622e+03
3.600000000000000000e+01,2.220886359500475393e+01,5.439525925696108999e+01,1.011736654081751226e+03
3.700000000000000000e+01,2.004032987612022509e+01,5.709766221953513821e+01,1.013002982207136824e+03
3.800000000000000000e+01,2.067181395110156927e+01,5.056253911098949771e+01,1.012147101309308368e+03
3.900000000000000000e+01,2.219686123586912174e+01,5.281270849838294623e+01,1.013943807672794492e+03
4.000000000000000000e+01,2.273846657999541065e+01,5.861190678913885677e+01,1.010921751418586950e+03
4.100000000000000000e+01,2.217136828118997016e+01,5.313583423954116824e+01,1.013117507969315966e+03
4.200000000000000000e+01,2.188435171761176079e+01,6.363481925616702739e+01,1.011707954055824985e+03
4.300000000000000000e+01,2.169889630441070949e+01,5.300181907192698816e+01,1.011903717734337306e+03
4.400000000000000000e+01,2.052147800963257396e+01,5.612342362875943280e+01,1.012137628726672574e+03
4.500000000000000000e+01,2.128015579160529214e+01,5.966295415936544799e+01,1.012378360594640071e+03
4.600000000000000000e+01,2.153936122904021389e+01,4.790817133533484196e+01,1.011825656435317114e+03
4.700000000000000000e+01,2.305712222621891527e+01,4.619595594009611972e+01,1.012322069774755846e+03
4.800000000000000000e+01,2.234361828956846097e+01,4.737171842714952419e+01,1.014367177086343304e+03
4.900000000000000000e+01,2.023695984463726560e+01,6.131292051713590752e+01,1.013478174528422869e+03
5.000000000000000000e+01,2.232408396939479545e+01,5.224070927053776359e+01,1.013303731888745347e+03
5.100000000000000000e+01,2.161491771958368346e+01,6.779099642834125916e+01,1.011316690710964167e+03
5.200000000000000000e+01,2.132307799969404272e+01,5.217876200671305753e+01,1.010666138757657563e+03
5.300000000000000000e+01,2.261167628884086866e+01,5.592275651598518493e+01,1.013432950837356657e+03
5.400000000000000000e+01,2.303099952249595006e+01,6.271054976283937776e+01,1.013314070188794744e+03
5.500000000000000000e+01,2.293128011911619879e+01,6.503046444079561184e+01,1.014209006013626436e+03
5.600000000000000000e+01,2.116078247677736002e+01,6.530751788318198692e+01,1.011094029061046172e+03
5.700000000000000000e+01,2.169078762414878625e+01,6.104183115296571316e+01,1.011655677016959430e+03
5.800000000000000000e+01,2.233126343140356340e+01,6.012031262905730955e+01,1.009540773756211820e+03
5.900000000000000000e+01,2.297554512712235919e+01,5.796263474600591792e+01,1.011411293340908742e+03
6.000000000000000000e+01,2.152082576215471121e+01,5.889180538083319050e+01,1.013494855765869147e+03
6.100000000000000000e+01,2.181434102333618341e+01,5.224407141835733626e+01,1.011300256931157719e+03
6.200000000000000000e+01,2.089366502599397180e+01,5.090900558288846156e+01,1.012960719692801263e+03
6.300000000000000000e+01,2.080379337591933009e+01,5.498312771294524026e+01,1.011714245341003334e+03
6.400000000000000000e+01,2.281252582239419979e+01,5.414907688737535807e+01,1.012486085542332376e+03
