0.000000000000000000e+00,2.073014501381911501e+01,6.804784143916008077e+01,1.008553059091239788e+03
1.000000000000000000e+00,2.063794826633954216e+01,4.928301647525331930e+01,1.008788908497758712e+03
2.000000000000000000e+00,2.141425212478311835e+01,5.996123154567709435e+01,1.012090560270476772e+03
3.000000000000000000e+00,2.212677083277559831e+01,6.238905779078509539e+01,1.010819564670118552e+03
4.000000000000000000e+00,2.183170082022785863e+01,6.233990449140465984e+01,1.016519373123924652e+03
5.000000000000000000e+00,2.025762445293763037e+01,5.731458409964324829e+01,1.010626985704059280e+03
6.000000000000000000e+00,2.257793916357422503e+01,4.804566063121842490e+01,1.015582189250975830e+03
7.000000000000000000e+00,2.363058356305589314e+01,6.326817835640888887e+01,1.013058271424118175e+03
8.000000000000000000e+00,1.956120903427687807e+01,4.774451119967578450e+01,1.010294577087732478e+03
9.000000000000000000e+00,2.261885488501797781e+01,5.755576848356614050e+01,1.005173072471961973e+03
1.000000000000000000e+01,2.150459591821068628e+01,6.565365684442126337e+01,1.012176498117900564e+03
1.100000000000000000e+01,2.039428160058092843e+01,5.664549848662156961e+01,1.005773899725367983e+03
1.200000000000000000e+01,2.261890813039022774e+01,4.916941944064398484e+01,1.010041968890615863e+03
1.300000000000000000e+01,2.228495083184674641e+01,6.160103584059896065e+01,1.011176840074310917e+03
1.400000000000000000e+01,2.094426922548696623e+01,6.446831924697045224e+01,1.011206456158248329e+03
1.500000000000000000e+01,2.217026347896320004e+01,4.909742598925613066e+01,1.011253667121685794e+03
1.600000000000000000e+01,2.236594440846371512e+01,6.670272327225683284e+01,1.008493682592640994e+03
1.700000000000000000e+01,2.205330512848678737e+01,5.780168440356514736e+01,1.013368826998243435e+03
1.800000000000000000e+01,2.211097298310017223e+01,5.726700149107730198e+01,1.009294635270657409e+03
1.900000000000000000e+01,2.084276251702564053e+01,4.109461455080739256e+01,1.015193436212572010e+03
2.000000000000000000e+01,2.104607973515592789e+01,6.555338045504709044e+01,1.009968604906672795e+03
2.100000000000000000e+01,2.105284330326497866e+01,4.442621662642714142e+01,1.013233028693479469e+03
2.200000000000000000e+01,2.331650323051191265e+01,5.366054351299811032e+01,1.007405068247711938e+03
2.300000000000000000e+01,2.186782923545919033e+01,4.655321626673345747e+01,1.013489481496851113e+03
2.400000000000000000e+01,2.313449426614378979e+01,6.743990523748443877e+01,1.009215399607184281e+03
2.500000000000000000e+01,2.219358041499368994e+01,6.359930790257583055e+01,1.017546385219559397e+03
2.600000000000000000e+01,2.227308191890721289e+01,4.033974249725265793e+01,1.006700325500385361e+03
2.700000000000000000e+01,2.134187110952558086e+01,5.803722102308896069e+01,1.011833780390307879e+03
2.800000000000000000e+01,2.046059973691786382e+01,4.149926183279944780e+01,1.012722808864941271e+03
2.900000000000000000e+01,2.244375163387816130e+01,5.935350340343557463e+01,1.010417040311469464e+03
3.000000000000000000e+01,2.120073231455006280e+01,6.297954549913330879e+01,1.014538073924582250e+03
3.100000000000000000e+01,2.356942826458334750e+01,4.525149772229343625e+01,1.013696448680825029e+03
3.200000000000000000e+01,2.212136982397921514e+01,6.476850512870925058e+01,1.010950227746901646e+03
3.300000000000000000e+01,2.361344325202054151e+01,5.318421647685016751e+01,1.011382958925258549e+03
3.400000000000000000e+01,2.137465603991977758e+01,6.339578171862574152e+01,1.012305722419649555e+03
3.500000000000000000e+01,2.178776825485909896e+01,5.504694331982071276e+01,1.011720587251543293e+03
3.600000000000000000e+01,2.318473137730868316e+01,5.467134425327564173e+01,1.012502352223252274e+03
3.700000000000000000e+01,2.180290107311986247e+01,6.622612769773377295e+01,1.013929043280932774e+03
3.800000000000000000e+01,2.253655235477399188e+01,6.865292588851957589e+01,1.007186848400473878e+03
3.900000000000000000e+01,2.238799325079237690e+01,4.169169931759758185e+01,1.009899881693874590e+03
4.000000000000000000e+01,2.147433352201334245e+01,4.839742649530386842e+01,1.010189570404455480e+03
4.100000000000000000e+01,2.078436722069652376e+01,4.997368352764663513e+01,1.009099550475326282e+03
4.200000000000000000e+01,2.157492084245048147e+01,4.613520737947173700e+01,1.012091213790649931e+03
4.300000000000000000e+01,2.216348548811090424e+01,5.912022097384298291e+01,1.010578239573090627e+03
4.400000000000000000e+01,2.325732567674389628e+01,5.560113063094529906e+01,1.012187648836672338e+03
4.500000000000000000e+01,2.381017927853381977e+01,4.354599901288897001e+01,1.014193755492073365e+03
4.600000000000000000e+01,2.256434098487067175e+01,6.549073872859980838e+01,1.015114987141997062e+03
4.700000000000000000e+01,2.153937495430951188e+01,3.482483984990253134e+01,1.018366195408133308e+03
4.800000000000000000e+01,2.131292108941849506e+01,5.517860177609794903e+01,1.014136521951027021e+03
4.900000000000000000e+01,2.212316622121521803e+01,5.660930703560876509e+01,1.015774267725917070e+03
5.000000000000000000e+01,2.215464210623104435e+01,6.277993197724644858e+01,1.012600716326283532e+03
5.100000000000000000e+01,2.087318486948483098e+01,6.398176452776792900e+01,1.013011961120702040e+03
5.200000000000000000e+01,2.057458686131974446e+01,6.529163906520992100e+01,1.010449941053660154e+03
5.300000000000000000e+01,2.371912470653975191e+01,5.313668220121415686e+01,1.009639405449948640e+03
5.400000000000000000e+01,2.125019446870789608e+01,2.525007806859068538e+01,1.006039204550919749e+03
5.500000000000000000e+01,2.194695992463819323e+01,4.564555299857616433e+01,1.008048179827006834e+03
5.600000000000000000e+01,2.211688835072288839e+01,3.722002730514574864e+01,1.014083203843763727e+03
5.700000000000000000e+01,2.368985098355455676e+01,5.909233893301593810e+01,1.010322896278502753e+03
5.800000000000000000e+01,2.147577828008367007e+01,5.157909540910208079e+01,1.013146176169399723e+03
5.900000000000000000e+01,2.436421829294782881e+01,4.916690113230561821e+01,1.009528594838219988e+03
6.000000000000000000e+01,2.122601782635163659e+01,5.541274440403731916e+01,1.012596855739880880e+03
6.100000000000000000e+01,2.164816706436574023e+01,5.975635101539907623e+01,1.011795458704871862e+03
6.200000000000000000e+01,2.152575981056571308e+01,4.891271777243720464e+01,1.014557791117487454e+03
6.300000000000000000e+01,2.176399400005748674e+01,4.623437448214684053e+01,1.010674588937304065e+03
6.400000000000000000e+01,2.237511042084057422e+01,6.511668638821893751e+01,1.007923842297907186e+03
6.500000000000000000e+01,2.345180689856875489e+01,6.971260883434361233e+01,1.019173793281787198e+03
6.600000000000000000e+01,2.219247727854511254e+01,6.271599476503138249e+01,1.011738638598248372e+03
6.700000000000000000e+01,2.057094607873812464e+01,5.062586964826564895e+01,1.010444338791594646e+03
6.800000000000000000e+01,2.181161463437083370e+01,5.642310233526019658e+01,1.012337084037972090e+03
6.900000000000000000e+01,2.368015527675311205e+01,6.661134953890081078e+01,1.010135228201640643e+03
7.000000000000000000e+01,2.326428171419793500e+01,4.665415339968139108e+01,1.015162256524621853e+03
7.100000000000000000e+01,2.199932248562606318e+01,5.287951994153910817e+01,1.010785097463021089e+03
7.200000000000000000e+01,2.333439894729070474e+01,6.572593137160519916e+01,1.014856076929626056e+03
7.300000000000000000e+01,2.329122268868332668e+01,5.800139192129500998e+01,1.010561930394751926e+03
7.400000000000000000e+01,2.339678238876557259e+01,3.701695504264077385e+01,1.011847938181925201e+03
7.500000000000000000e+01,2.286215146780973129e+01,5.622170128290024849e+01,1.011015354846454898e+03
7.600000000000000000e+01,1.921692040780244071e+01,4.976665517726070220e+01,1.017512241559727272e+03
7.700000000000000000e+01,2.164476266363436352e+01,4.026842401690336715e+01,1.017619422910581989e+03
7.800000000000000000e+01,2.205826085616851984e+01,3.743728659195090813e+01,1.010474663039763868e+03
7.900000000000000000e+01,2.053591663964914815e+01,3.986265359875034164e+01,1.011806890460875820e+03
8.000000000000000000e+01,2.209066368757750709e+01,6.862618701410754340e+01,1.010434464250910764e+03
8.100000000000000000e+01,2.392820051871923681e+01,6.693622199020749974e+01,1.010584821810925405e+03
8.200000000000000000e+01,2.234286644191817217e+01,6.797708549476840290e+01,1.018173885255973914e+03
8.300000000000000000e+01,2.304734692937109486e+01,6.899140486597026722e+01,1.013634467455246863e+03
8.400000000000000000e+01,2.197336081071497915e+01,2.019997785792915579e+01,1.007337943919293366e+03
8.500000000000000000e+01,2.273871493676561784e+01,5.460518486841936436e+01,1.006228767937499470e+03
8.600000000000000000e+01,2.248286710884085338e+01,4.911370549722794010e+01,1.012636732102330484e+03
8.700000000000000000e+01,2.061140873380821859e+01,6.284595578632125523e+01,1.001968446033729720e+03
8.800000000000000000e+01,2.281662735145101450e+01,6.640117985456333827e+01,1.009729731891924303e+03
8.900000000000000000e+01,2.200907835092721143e+01,5.040615496156896569e+01,1.014356279554784578e+03
9.000000000000000000e+01,2.147051454901680501e+01,5.083179839515243970e+01,1.012852415256251334e+03
9.100000000000000000e+01,2.134316278249915300e+01,5.423815755134709349e+01,1.007836862619623957e+03
9.200000000000000000e+01,2.442966172530853797e+01,4.983610789361891591e+01,1.009792987530959863e+03
9.300000000000000000e+01,2.220665528932770272e+01,5.404468035262581793e+01,1.007742472444049326e+03
9.400000000000000000e+01,2.205565941991448398e+01,5.710805369111623264e+01,1.013361027587635931e+03
9.500000000000000000e+01,2.240087009132475870e+01,6.100849934519113305e+01,1.005948844813260166e+03
9.600000000000000000e+01,2.224311279959545828e+01,4.382181611220815398e+01,1.008987094487666013e+03
9.700000000000000000e+01,2.400317542431781348e+01,6.010685037549855991e+01,1.011867832275451633e+03
9.800000000000000000e+01,2.171103689006931603e+01,6.670560267258336751e+01,1.006847102898654725e+03
9.900000000000000000e+01,2.418211601129017296e+01,4.967472814556598593e+01,1.009738809776896801e+03
1.000000000000000000e+02,2.243492933843447545e+01,4.925247544033577896e+01,1.011860396991575612e+03
1.010000000000000000e+02,2.285309032230966153e+01,6.375437163370766314e+01,1.011947219382480966e+03
1.020000000000000000e+02,2.351536785900191262e+01,5.170242595309745326e+01,1.012798798677629406e+03
1.030000000000000000e+02,2.135311594315509254e+01,4.357023957783108159e+01,1.012894278890077658e+03
1.040000000000000000e+02,2.237206909824986312e+01,4.674752883193632869e+01,1.011871464056786749e+03
1.050000000000000000e+02,2.213659011204942928e+01,5.065361258500590225e+01,1.015181289819292942e+03
1.060000000000000000e+02,2.231339716566073150e+01,5.253481422288348313e+01,1.011473703669050337e+03
1.070000000000000000e+02,2.215942872282667153e+01,6.836524169152960440e+01,1.015992338959161657e+03
1.080000000000000000e+02,2.152051056778222105e+01,6.580534644330312233e+01,1.011891387813446158e+03
1.090000000000000000e+02,2.261591396029115586e+01,6.585900011008762078e+01,1.007131594412492973e+03
1.100000000000000000e+02,2.124207722348183225e+01,4.932309705583443815e+01,1.018249906655678160e+03
1.110000000000000000e+02,2.238466924348445275e+01,6.515579759493058987e+01,1.011355950609745605e+03
1.120000000000000000e+02,1.998080666341906309e+01,5.196425049730055434e+01,1.016168504487071687e+03
1.130000000000000000e+02,2.191247979950138003e+01,6.426042858412947112e+01,1.011191556328331330e+03
1.140000000000000000e+02,2.266525057556142997e+01,6.141944638038444992e+01,1.011613130725846986e+03
1.150000000000000000e+02,2.281732495534918570e+01,6.158694182094161818e+01,1.010612929085326755e+03
1.160000000000000000e+02,2.111933275145636202e+01,3.991601170039145074e+01,1.009853658080392165e+03
1.170000000000000000e+02,2.284588046232425285e+01,4.052776570232852293e+01,1.016666890713505268e+03
1.180000000000000000e+02,2.128088378066036768e+01,5.796312167080854039e+01,1.013022538220236129e+03
1.190000000000000000e+02,2.296525909735822069e+01,5.868665101024522102e+01,1.008964079447364497e+03
1.200000000000000000e+02,2.160249676778719419e+01,4.290071080052784680e+01,1.012803463757042209e+03
1.210000000000000000e+02,2.431136436234703879e+01,6.081687027342618990e+01,1.012290330233637974e+03
1.220000000000000000e+02,2.234789721873658408e+01,5.090312637923320693e+01,1.009963047244836275e+03
1.230000000000000000e+02,2.438298464920615061e+01,7.115769395270839937e+01,1.009430029480924986e+03
1.240000000000000000e+02,2.243653909514259936e+01,6.139966933556802076e+01,1.011507318221006017e+03
1.250000000000000000e+02,2.225372137233786063e+01,7.765141681163791532e+01,1.013607957698046448e+03
1.260000000000000000e+02,2.201612002117235534e+01,3.325816295299466674e+01,1.010836206962885058e+03
1.270000000000000000e+02,2.385286561112414105e+01,5.653604528509885085e+01,1.010903854053291070e+03
1.280000000000000000e+02,2.163834335668987663e+01,4.139543106323535682e+01,1.014872339366214192e+03
1.290000000000000000e+02,2.088243144479193347e+01,5.316533380101238038e+01,1.011246689894998440e+03
1.300000000000000000e+02,2.205394519389512098e+01,5.397346323172357074e+01,1.010148871023694710e+03
1.310000000000000000e+02,2.172350283510503743e+01,4.904404394167286085e+01,1.007358956020064625e+03
1.320000000000000000e+02,2.213008934640060588e+01,5.995540882801159199e+01,1.013435827583184164e+03
1.330000000000000000e+02,2.096001174114530841e+01,4.114130018784432252e+01,1.015859666433390885e+03
1.340000000000000000e+02,2.268636507209428643e+01,6.122365283440607442e+01,1.012500179815336537e+03
1.350000000000000000e+02,2.161769718935747164e+01,5.102188918275361829e+01,1.011693566435122648e+03
1.360000000000000000e+02,2.222769345688559284e+01,3.643012507244213083e+01,1.012854049842129143e+03
1.370000000000000000e+02,2.131723497104194820e+01,3.482026787854027816e+01,1.010204162027044276e+03
1.380000000000000000e+02,2.119636662957286788e+01,4.900190855627299413e+01,1.011077408677844801e+03
1.390000000000000000e+02,2.112616463360924257e+01,4.274529908489510177e+01,1.020040255974124989e+03
1.400000000000000000e+02,2.184346786655713757e+01,4.609509221227921927e+01,1.015213989461275673e+03
